id,amount,sku_num,user_id,order_info_id,product_category_id,product_sku_id,shop_id,create_time,update_time
20,24.97,6,2f6325a0-ade0-4f32-b97d-92d5cf379257,20,1f408de2-4b12-45a8-886f-70172026d856,623,aa3ec5f9-ddcf-46f3-9459-0f561c1eac90,2023-10-25,2023-10-25
21,16.91,6,3210c553-b81a-4c49-a98e-e5c35afbb00d,21,7b675984-d344-4248-8cbd-23b4d7fb1385,62,e88dd332-c090-4cd6-9679-0b7709ac5c4e,2023-09-21,2023-09-21
22,26.46,1,d666a89d-7398-4dc2-9eb3-070d5c7a9f8e,22,eab88d74-2f56-4b4e-9c8f-adcc96da57f6,655,089032f7-b1cf-4b48-ba7c-4a1da6980faf,2023-05-04,2023-05-04
23,10.49,7,c7d8ecb6-ab36-4871-88ee-e7c188bfb658,23,d2d33632-b634-48c1-9979-2467ad96ce2d,337,d4ec64d4-430d-4178-a8c4-f67c5c376117,2023-01-19,2023-01-19
24,29.17,9,ce426f7a-b662-4e52-9365-f4aed1f38df8,24,c363724f-4584-44d0-9214-8185e0933bf4,566,3a0019c1-9854-468a-9e4e-3616b267f2d7,2023-11-07,2023-11-07
25,21.03,4,417e766c-5f49-4a85-9c02-a21c0aa3ac2a,25,345957c7-6b28-4bd3-8d6a-32b4f1e8a2be,939,3a69207e-bb2b-4d34-af4b-0f2e26eab7e0,2023-11-06,2023-11-06
26,25.24,9,e68dd51c-ef08-4d42-a72c-ffc76523274e,26,d0e8e203-200e-446f-b214-f809725505e9,967,f2a4c68d-156a-45a9-9c6f-df8e017b948f,2023-06-20,2023-06-20
27,27.49,9,fc850595-25b2-4c9b-a80c-84d1c84eeca5,27,e7eab79b-5160-440d-9e64-30e1f423bb60,815,0e2eb0bb-2473-4a70-9bd9-97978d0186f1,2023-03-12,2023-03-12
28,29.71,5,2d756c3e-dec4-4c9d-a50d-91472b204746,28,1f3d8176-84df-4b7c-94bb-2f6a57aaf914,262,682edc00-90cf-4f4e-a8db-7cde23ceb575,2023-01-11,2023-01-11
29,18.76,8,5c19544e-da95-4e19-98c5-b5a534a59c4c,29,1693333f-57c0-4671-9ca6-454116b4f5d0,120,015d8076-4d99-44d2-81a0-8e93dab71e19,2023-10-28,2023-10-28
30,12.68,9,ec96dbf3-ab08-4d19-bba9-00507a3e9c89,30,e0ce1325-1980-4387-a4ef-df4228ec2881,622,c271cca2-9fc9-42fa-8f8a-0f094a3e6a46,2023-01-30,2023-01-30
31,10.14,1,2cbc2b7f-21d0-4169-95f9-5b62a61316f5,31,38bf0201-5da5-4382-af00-c692abd39eff,520,51ea4c0f-0d82-4fe3-9744-f1c006edb179,2023-11-02,2023-11-02
32,18.12,1,796c3815-c9bd-4b22-86c5-2d0a34afaba7,32,760ced2a-24e8-4b69-a13b-41d245ab8de4,146,4cc6a6ec-1f00-47ad-b9a8-19acf396ab9e,2023-09-12,2023-09-12
33,26.31,5,e2a420f1-b5a4-46bd-afa7-6c86d88eb6b8,33,6f5e2b48-7c38-476d-9261-36446033e177,959,1379ac8d-6b50-43e4-ab41-cba54f8a2af4,2023-07-25,2023-07-25
34,11.32,7,aa76b1a9-037f-4827-b567-210729edc480,34,50f35616-5fd0-4b14-ba21-34d3b1d30c87,435,aaa1f458-f9f2-4811-a97f-d82b72cb5b9d,2023-09-27,2023-09-27
35,14.99,7,492fa4dc-7aa9-4c4e-b553-9a49c374eb5f,35,31d10c61-297d-4f79-b7f0-6afa1242d44d,97,6a97608f-fd22-4f0d-a1f7-7c3fd968f69f,2023-11-16,2023-11-16
36,12.56,6,91d6a770-1a52-4e85-9574-7c79230d4d79,36,9d501209-a21b-4e02-a0cf-d037d0850fa0,847,5bbbc3e2-3e5a-4c59-a480-f214594d38db,2023-04-29,2023-04-29
37,28.53,5,07f1d3e5-60a5-4d3e-a9c5-5050433eff32,37,37746641-8c08-41a4-bcb3-3e16314924e7,628,080578dd-91d7-4160-9bc4-5359d2f16b03,2023-10-17,2023-10-17
38,23.85,1,c3d18ef2-f532-460b-885c-5970d6c11d52,38,77f0ab3c-b5f8-44c8-9ef9-9de1f558b38f,949,4453c4b8-0702-4974-b73a-9a3d0443bf90,2023-02-26,2023-02-26
39,29.22,8,653c1e67-b56f-4e71-8391-43db46d6fb7c,39,d6db2d3f-598b-4c28-b22c-7dd42fbd93cb,392,618614f9-f316-4ec7-ace7-8694bf7c72f2,2023-07-03,2023-07-03
40,22.55,10,25b6bdb7-a65c-43d8-b554-0b3fae411e13,40,34e8f699-7279-4a11-ad67-ac063e94969d,610,f6fd9a4d-787b-4d08-beee-205f21fe6342,2023-07-05,2023-07-05
41,26.61,1,38b35137-d3b2-49e4-bb0d-53fdec47ddbf,41,713b69a9-41da-4c9a-8d75-da91ab51f5cf,714,e09a4929-7e09-418e-af3c-30266d1e0726,2023-02-22,2023-02-22
42,27.05,4,76e1d097-2370-4580-8376-7a2ac85b97c6,42,b4690320-2856-4c84-8076-19aa85d2c074,395,02dc0968-ebbd-47c8-bd3c-228c4f49fe1e,2023-01-23,2023-01-23
43,25.92,8,98e85bc0-9bf3-4793-9a50-a2ddd37ddd56,43,5a103aa7-6b55-4b7a-9ee3-d1004e5354ea,589,c3cdbece-05c3-440a-b58b-745893904b9d,2023-08-10,2023-08-10
44,24.67,5,3b1de205-356f-4a07-b105-d296b39ba53f,44,e65dd032-b70c-4b4c-baaf-9a0df2e1d025,53,bf0833d6-4b00-4541-8d7e-d01a1ebcd5a4,2023-01-11,2023-01-11
45,10.75,8,ca6bbdc8-89ea-4358-ab22-918ddbdf9aab,45,560f790c-f8ea-4fd2-966d-52c5554cfd2a,773,b65a7218-0e90-48d5-802c-0e3a84d4d2f7,2023-08-28,2023-08-28
46,23.23,2,b43b127a-78b3-4ad0-a350-2cb74e777db7,46,2495ee3a-0dbb-4a06-80dd-19b55bd548e9,604,49239582-f7fe-4fb6-98cf-e54791833e67,2023-02-10,2023-02-10
47,17.97,2,69b31c99-40ed-4174-b657-f4c2874e4517,47,deef3b8e-e69a-4437-b7ab-e5ee63b46132,778,7f6750c3-0edd-4f1e-a9a9-e651cb89b9e4,2023-03-15,2023-03-15
48,27.47,6,78149664-3188-40d5-858d-cce70f42aab2,48,e9b098ab-739a-4f13-9afd-efe1d5c9c615,507,9883d601-4c84-4706-bdfb-bcc06aaeae17,2023-08-03,2023-08-03
49,26.21,3,70e8c6b7-8218-458d-b0c8-303ad28dfa79,49,882ab43b-a09b-490d-a5bc-8d5bec27bc55,564,6860df02-69f7-4252-aa9a-e6acc4fcecd2,2023-07-11,2023-07-11
50,17.14,6,cdbb2959-02af-475d-b0d4-77098d141a71,50,d879bd33-c9d2-4295-95c2-f7418b568016,425,41d1d056-57fe-442b-8571-d90ee0a96453,2023-03-08,2023-03-08
51,20.9,9,00198567-4184-445f-9e60-64a45d6b27b4,51,b9c0f757-b6ec-4e81-90ab-fa46c94c736b,481,c5fd97ed-d262-4d3a-a526-c4ec655b648d,2023-06-28,2023-06-28
52,27.09,8,27f7d09a-04b2-4f4f-b37c-7c2092e871ae,52,19e09b1c-f2a1-4a02-8956-20f2c8415e08,511,a6700b5b-8ac9-43d7-816e-4e6de65d9385,2023-12-17,2023-12-17
53,21.47,3,025bcb60-465d-4a9a-9ed3-8dba3864e8ad,53,99d686d6-7b56-49df-8f27-98ddc92287f0,103,61a80fad-5f5e-4a23-b3b7-732745f399fa,2023-12-30,2023-12-30
54,18.85,7,32c0d4ff-bd89-4cd4-9dc9-6373f2b17129,54,489209e0-6c68-457a-97d8-baf1de84502d,789,1e4de346-b3e9-40f8-b8d1-1c49c90768c5,2023-09-17,2023-09-17
55,16.85,4,cb486cc0-79d4-4626-9c1c-c8dc1c09da33,55,2a7d3872-7092-4cac-ac3f-14d1100c9435,169,329df493-06f0-4aec-8d1f-64c3ec5e42e2,2023-02-04,2023-02-04
56,17.81,1,c1858ddb-7976-4164-b24c-70205768dcaa,56,4d4530ec-cdac-491d-b954-842c0b91b5e7,715,1c58fd03-9c95-4aa1-9192-185b07809b23,2023-06-05,2023-06-05
57,27.62,5,3d2ce87f-573b-4d9d-8f85-67257ab74d88,57,64f7fc55-2a1f-4376-b924-0e78308a6996,241,0fdcdb13-37af-40e3-a342-4e0c14e5a82e,2023-04-01,2023-04-01
58,23.86,8,b2c6bd02-867b-44b5-afa9-2148632532e8,58,dbff7a07-6b81-4269-ac22-9dd9fe44e161,761,95cfc9aa-4e6b-471a-bfac-5892eecc8583,2023-02-06,2023-02-06
59,29.62,9,ff1f0aa2-8604-4c64-88d8-ed667f188773,59,347dd140-99c5-471b-91ed-ff73a6e9b5d0,122,0b1a1ade-3790-493f-82e0-0c2d085341ff,2023-08-18,2023-08-18
60,21.77,9,62469ce2-3821-4e91-861e-c125ad5ccff2,60,d6a7c607-d583-41ef-8f54-7106092fe383,772,c084c7c8-3232-465d-a87f-69ddfef41114,2023-06-29,2023-06-29
61,27.53,2,1d46a084-0f71-4800-92d9-b3c47067f4e1,61,f69fe2cf-3643-4ed8-8f57-503ce58c86c7,650,7e59575f-a160-464c-a453-a97a52ef4068,2023-09-01,2023-09-01
62,28.39,1,afdb5348-7ed0-4932-9536-83e2d66842cd,62,7b310c0a-0871-4af1-83c8-513ef9081f3e,213,dd4bc346-7fea-44da-8512-e72fdb10fb95,2023-07-09,2023-07-09
63,21.96,3,2e652365-19c2-4fae-9daa-e6a37265a151,63,5074ce96-83dd-47a9-b69d-c4ccc2bc55ba,247,3f8ceaab-ae5b-4953-af64-e1ef3b476316,2023-11-02,2023-11-02
64,25.15,10,dc3587fe-9aa8-4ad2-ab05-f9ec33220a2e,64,9364136e-01cc-4009-911e-c5b06a75ae66,543,c41e8008-4653-4c27-b178-a20f66d2894b,2023-07-28,2023-07-28
65,17.85,2,f1d545e6-ae0b-4669-b044-7788cbb9bfb4,65,109c1d05-bbad-417c-98fd-035a11afaa36,917,80ad64e3-9e67-46a1-b916-a27690827ea9,2023-02-14,2023-02-14
66,28.82,2,446b9027-2524-494e-b18e-ab2a420d1a01,66,4ded438c-23b2-486b-b0d3-acc3c115527b,656,c9e6aa9e-fc41-4c99-9eba-36261c0efedb,2023-04-07,2023-04-07
67,28.83,4,44571b12-44df-442a-ac7d-3459fd32d6d8,67,21c6ab9a-5a73-414c-8304-eff9acec353e,745,5bbbdccd-9f71-4ad1-8432-761803292aca,2023-09-16,2023-09-16
68,27.55,7,3807fa3b-a053-4472-8adc-ec4d65be7725,68,3c969e46-9edf-4311-b73a-e809a27cefcf,454,cf346d00-cc90-485c-85ce-70b481eecefc,2023-06-24,2023-06-24
69,22.21,9,332038f4-fa5e-463f-8de0-40fa55ff49e1,69,4f55ca02-15ae-443e-8129-70fa49a9c8ce,335,ae4b4053-a4cb-456e-8b1b-171d62b5c371,2023-03-08,2023-03-08
70,11.9,9,52a6ba54-411b-485b-9884-48cf009cf462,70,9a8abe0b-7cc7-452c-b3ca-82d4b017f281,366,e2baa8cb-0d04-4f2c-903b-19a504a9ed8e,2023-03-14,2023-03-14
71,29.78,9,ee3014ed-ee22-4aef-9a21-d12959a68910,71,b94ab0e6-a7c1-4a73-bc75-236a53e98c4a,421,3b26b559-51b2-4aab-bf88-e1d0726ac154,2023-11-11,2023-11-11
72,15.87,5,bdf6366a-528d-4085-91c2-4d93e1caa896,72,ceab7e5f-7668-4fb9-bb60-43279335c4b2,956,e58350dc-13df-4446-a2d1-927357fbb515,2023-02-19,2023-02-19
73,20.94,5,f18a0c07-e1df-4fcd-93b9-007705005a49,73,563240ca-a2bf-4696-9491-6fd3bdc78bad,786,52a876c4-31cc-4c6b-84b6-d5e5af223485,2023-04-19,2023-04-19
74,15.8,9,1dd35467-cb5c-4134-8e2f-9c4ae7beb8b1,74,08e47b2e-c76d-4417-a6d1-b3a35b6fd4d1,345,c088a603-9bee-4580-a7a3-52aa14ea3c6f,2023-06-11,2023-06-11
75,10.08,5,8db317eb-3ee2-40af-8b02-18afa8013ac1,75,0c74e88e-0ea3-4614-a0da-edc29b68d890,436,1d9c4ebe-4154-48d8-81c2-e1a9fbe1c801,2023-04-08,2023-04-08
76,18.31,4,e586a77a-bf0d-4099-9fd4-959e3e5c3eb7,76,15b1ed65-1c81-49d4-a7e7-9a0428f39140,473,0c390fc9-b3e7-403e-bc12-5d2eb0c1cb5a,2023-12-27,2023-12-27
77,21.74,7,58329c0b-1fa4-4e4c-b062-17b315580298,77,f144d0ab-7069-401d-b518-7d9bd9145c54,939,b3a93c06-8f1c-4d70-81b0-885404aedc99,2023-10-12,2023-10-12
78,13.28,2,c7fdaad0-9278-47a4-b97c-504a7d70ebd5,78,03a8063f-1f40-4db2-bc46-d0919f3c6d8c,896,0a86c21e-37c5-49fc-9493-4cbceecb26de,2023-06-10,2023-06-10
79,15.66,10,cdf879aa-1096-486a-82e6-603379ff04c8,79,8fc2da4a-ae99-4337-86a2-524b19c8cde4,318,f8b37e49-f372-4253-b9e0-849b2b2047a7,2023-04-19,2023-04-19
80,13.04,10,8059f8df-c695-4f75-a28f-c748f4af100f,80,5773fad8-dd04-485a-80de-da5cbef8b2c4,885,02e6a904-5c9a-44fc-8cbc-310e32af09a2,2023-11-12,2023-11-12
81,13.56,6,e8af5cb9-0bb4-4670-abce-bd806d5b12e6,81,b70f5bb7-2391-4885-a0d3-41e57b0ff792,49,d9250031-440e-41f0-9c39-2c5421fc49da,2023-09-30,2023-09-30
82,29.44,8,bef26e49-4197-4bf5-84b4-56930ea9403a,82,c8d4f0d5-3994-4817-b4b6-73e83bb3b9ef,177,a5e8c1c0-f5da-42b7-9a13-64da587de2f0,2023-12-23,2023-12-23
83,17.8,5,b7615a0d-e583-41e4-b820-3112870a896d,83,8dc6bcdc-d2df-4764-a0b0-6efdd81ba0ad,538,46db350d-6187-4e05-b945-52b85eca6f0c,2023-11-26,2023-11-26
84,23.28,7,fb2716f0-7367-4588-8bf1-aae68c420380,84,9147dfd7-ac47-4c28-bd88-b0e60c468ff0,768,510bbef8-ae29-46d8-9673-8ccf584feeb1,2023-11-07,2023-11-07
85,29.63,2,80d69f8b-c825-4f4d-b954-996aac6b3f24,85,b01b8488-183d-4085-820f-a81b32d7de4a,29,e5f8ea91-6406-4871-8330-85cde5f5b5c9,2023-02-23,2023-02-23
86,18.17,4,a0296309-84ae-4d35-8d27-c2468a37a98c,86,384e4669-fcd8-42dd-ba88-44101e8f9ef5,535,09072623-450e-4b56-844c-6e9f167c4110,2023-08-24,2023-08-24
87,20.61,3,4f6b4cf7-094e-49d7-9dc2-19d13f4e8405,87,ae280d5a-50b0-4313-a51f-992001d137fb,646,12fb620a-74c2-421a-bbff-b8086df0ba2f,2023-01-08,2023-01-08
88,15.95,6,43cc7416-f6f0-40ae-a35a-a28aa62d0a0d,88,a9e4ac7e-5165-4ff3-ae74-26110316ecba,108,1953f0f4-53e2-4e62-abc2-3e0bb7b1da6c,2023-03-14,2023-03-14
89,22.9,3,62042eac-a735-4c28-b935-7303afa0f397,89,495567ab-891f-46a9-9d2e-6285a9d05bfa,607,450d7b08-494b-4b7e-808d-bbd96dcec644,2023-06-17,2023-06-17
90,14.1,6,99939d28-2174-48c2-8b44-b03c4634c994,90,a4c3dc82-2ab9-4ad7-b610-14a53f3ffbd4,244,0b66617d-1cc1-4b11-b8b6-cce79b9443db,2023-05-30,2023-05-30
91,22.69,5,c68f5df8-de5a-4639-a760-4499961a9e89,91,10b89a37-3b7d-4152-a8f8-7f78362aba69,97,66f34967-21e0-4bdf-838a-daac1820fb7e,2023-06-08,2023-06-08
92,23.79,2,a5531d04-0f44-4799-995f-56b592d55190,92,1bfddfe6-efd2-4bfe-a266-72d185bc436c,598,36681f05-3f92-4458-af03-937b0610c3bc,2023-10-23,2023-10-23
93,27.25,9,7cb93fcd-4f34-4439-b878-f7688b2be9bc,93,dbae4c46-d6e7-41b8-b7e2-3845963f8e2c,292,80169c91-ee1e-464f-8f28-68791f12848a,2023-01-01,2023-01-01
94,27.62,7,8c7587bf-fd78-4c07-b37e-6a453556c755,94,7d222fe0-3a0b-4965-8ec2-c29c87d189d2,207,0398a1fa-5bac-402d-8b11-768fe1a6de5e,2023-12-19,2023-12-19
95,26.32,6,6b1fb3b8-dc5f-4860-bcff-ac9527307636,95,12862ef2-7f48-4fcf-87ca-7b1f7df2b3a5,583,a9c53957-5f11-4eee-ac9a-0e55ffd4e852,2023-11-01,2023-11-01
96,28.38,6,134edc65-dc96-4c7c-a99f-5383237799d6,96,7b6f4e2b-9089-4cd8-914b-4a2b2e22fd6d,404,7bede68f-ad2c-4b52-aee0-9ea1f7054e26,2023-05-10,2023-05-10
97,13.49,10,f6575f63-2554-4019-8da0-d5fd53e6030c,97,fdddb632-3aab-4edb-ae90-ab128feb1aaa,291,6a02fefb-a0a8-41ef-b0a1-81d8409e51a7,2023-12-26,2023-12-26
98,11.1,3,8f7a1133-dd72-4ef0-9751-ecf50b942aa0,98,d35a4e81-daa4-41bc-bd7f-838594bf1b5b,125,7c175421-2d54-48ac-8a0e-0be1b11871ef,2023-09-10,2023-09-10
99,10.12,5,3f15a3d7-acc0-488a-8097-478f17ff6b12,99,cce743f1-7a6f-4029-ba39-e60ab132ac7a,100,592041b7-9bf8-4e51-a8c3-b5ca7ad3f72b,2023-02-09,2023-02-09
100,16.05,5,be7801b0-959c-4901-91b1-acfd200d8670,100,64aaa4b5-ec90-4c69-97d8-dbd1fca8259c,594,13649c16-c235-476d-ad53-44f7eae2f633,2023-08-28,2023-08-28
101,26.49,5,7240b1bc-b5a4-456e-ab8d-5c0ba9332342,101,89926466-e4d8-4e43-9335-5bb3cd351cf3,248,43ccec2c-dc1e-458e-9e2d-c2082abfcef2,2023-04-18,2023-04-18
102,28.12,5,61fee035-cc9a-455a-899f-a9f3ce44d7f2,102,3f4257fd-0c68-435a-af86-f16ae9213449,640,b93a386f-b2d6-4969-bafe-9e4728df128d,2023-03-22,2023-03-22
103,26.24,9,4d6cdb51-1883-4de3-8852-606f2646eb55,103,dd0a8c0f-df79-4c35-bf96-1c016676d9ea,782,6988d7d3-957d-4242-8b15-af8b0016d464,2023-10-16,2023-10-16
104,21.71,1,997213be-19d5-4e16-8853-377129d2b2f3,104,5230c153-9748-4c2c-8ce7-7807431cf117,136,5aea8603-0f55-4d7e-9b56-2211dd8d88ee,2023-03-25,2023-03-25
105,17.66,3,53fb637e-3de6-4560-8322-55cc7bc5a847,105,50a6cef7-dd72-4919-9a92-efb6bcbb3b1d,657,fa4ad196-86d9-4233-9ac4-b43a8a1cb9b4,2023-04-28,2023-04-28
106,15.83,3,22d9b307-d73f-48c5-81f1-2c90037542c4,106,07f17e3b-955a-4a6e-bb84-b097c640b627,817,b05cd58d-2fac-4684-9bef-143de0e2853e,2023-02-15,2023-02-15
107,29.68,6,05ba528f-1224-4039-8345-35b402fa6f7e,107,1b1acf2d-eba2-48b1-85ca-5919ab34a780,153,92b7ec50-cccc-4906-bfb4-cb25795f5356,2023-02-08,2023-02-08
108,26.23,9,df416a43-eb0d-4d53-a8ad-190e6bfb7871,108,b6d48632-5881-4024-a0ea-77b82565fc71,986,24d0f8b5-1288-40c5-bab4-64792037850c,2023-01-14,2023-01-14
109,25.67,5,f4e9a3cd-edee-4bd2-a64d-176cd4f18968,109,62108a3f-ff25-42a7-8c38-2a2f16b4420d,633,3a98f6ac-5007-443f-b6fd-485e5a2d056d,2023-01-23,2023-01-23
110,21.65,8,9d0d2729-bc84-4c50-8520-e0fd42ca4bf2,110,3898cef5-9d35-404e-ba87-9bf9b0db8179,726,95f06771-e351-4e74-9fc3-b4e735e14dca,2023-12-12,2023-12-12
111,15.18,8,2cae2852-9b60-4b8f-b9cc-ea3858cfb500,111,5be74999-d0a7-4344-8631-3c3a78b2c34a,471,7da76d56-e8bf-4b97-b325-3f9d2fb9e98f,2023-01-13,2023-01-13
112,21.73,7,069c032e-2f72-46c9-8fc6-cac45c6e5531,112,e3773b2e-5723-461a-a839-0aa457524d68,90,191e3045-b329-4be6-8487-a141c62e41e0,2023-05-06,2023-05-06
113,25.88,6,d01b9962-b3a9-4607-b831-3d70fcf55cd0,113,6f23e2c1-64ee-4f74-9dec-692e1f214946,233,6c5f5083-b396-40bf-a8e2-960b69cdfc3a,2023-04-05,2023-04-05
114,23.74,7,34e69a1d-d8e7-4208-a3ec-31679d6e4082,114,7d28fa0c-fd77-4be2-b65f-abde074ac3a7,661,cfca35fd-e4a5-4d53-8fa7-143a2c02aeca,2023-05-22,2023-05-22
115,28.97,5,cf4f6bff-18cb-4365-a03d-3f36d541c004,115,79392521-0e01-426a-be04-8b99ba71ea54,771,865e9d40-ef8b-49f7-8068-b177886840bf,2023-07-12,2023-07-12
116,29.83,4,d46a57e9-9b0f-4ba9-8ad6-c671243b5890,116,b39bb23e-4fbd-43aa-b415-86545c409efd,723,e9a21bb2-6024-4398-a063-0033c7753195,2023-03-14,2023-03-14
117,25.92,7,c5753163-ed5f-4c21-9252-fc6611c3b186,117,2dbcc6b5-8591-4e7f-a696-9d81e4bdd179,424,a9e76163-3b33-40f2-bb86-93b79ba59ce9,2023-06-16,2023-06-16
118,18.27,1,1f0ab04d-3d16-46d8-89fb-5054aa88bd44,118,53c28408-8b52-49f3-866d-fcbd4ed2117e,726,04c3d41d-326b-4388-90fd-54edd1d04250,2023-01-20,2023-01-20
119,15.89,4,febd4247-b012-46ff-aab5-289af7c9eb1f,119,bae82909-6f13-4b86-9d9b-8337088d404a,916,2b22b5bd-3fc0-4421-89ae-0d9b2a3b2d64,2023-12-07,2023-12-07
120,11.39,2,00644135-59ba-4e61-8296-f87dc559cf74,120,1a2c526b-5c10-403a-8200-c24d0af69e78,805,24adaed1-b9f0-4a1f-8835-ff93acfea6f7,2023-07-30,2023-07-30
121,23.53,1,ad0cc46c-02df-4b9b-b6d9-36d23e79d67f,121,8f57ee87-aef3-4630-9b7f-5e4155d01326,205,b46d0318-06db-44f9-a321-7cf0dfe53b4e,2023-10-23,2023-10-23
122,11.42,2,1701d403-1de6-42d3-b6f7-b5a176bcc99b,122,0889b2fa-76f6-433c-af7b-c6c5fcb85142,797,57fb47a6-a4ab-4a7a-bc97-924078790820,2023-08-06,2023-08-06
123,22.5,9,8c8678a6-7a5d-483d-a215-79120368be50,123,e90b7129-652a-45b1-9ef3-d74d9d4f645f,726,18f76f66-bec6-4057-9d30-a3de3b930be8,2023-02-28,2023-02-28
124,24.96,2,4419a54c-ebf4-460f-ab6d-a112721b5193,124,9cdd7683-4dd2-4fd3-b67f-16176b2286c5,540,2260871e-9004-4d21-85ea-fc6f788fe3d2,2023-10-16,2023-10-16
125,26.69,6,ed9ebf0d-4a51-417f-8aa8-eb5cc0c28021,125,52e8fb18-f5b4-4f11-8fab-4ec0a1032329,875,0093ac1f-e177-4b73-be03-0e2053d253d9,2023-10-27,2023-10-27
126,25.76,10,3e52e4eb-a77d-4839-bebe-71def733a618,126,569c7b87-50b1-4f88-9623-3dee3716fbcb,275,01155019-8ebf-4c4d-9185-6aba8dc973dc,2023-10-29,2023-10-29
127,28.42,5,2d328dd5-8fff-4ad2-87c3-49111e3f095c,127,1525237e-608f-41b4-a5b7-cfbf088bb76a,502,2baa36fb-71dc-4f6e-b79f-40d2b637500d,2023-10-24,2023-10-24
128,13.12,8,c5c60f57-0193-47c9-b7a9-87b770913bb7,128,49ae6e10-86a6-4c08-8118-f4e549ac11bb,128,1d7a31a5-d9c4-4286-b91a-2b14b558d283,2023-09-06,2023-09-06
