id,amount,item_num,user_id,order_info_id,product_category_id,product_sku_id,shop_id,create_time,update_time
11,19.52,3,608be4dc-32ad-4b35-bfe2-de7a83d0bb5e,11,2be93281-6c9c-43ab-9c9b-042657a26d65,f82aa1c5-946b-465e-9bdb-944815830ec3,c8f42a70-c304-4fae-9724-55184a9175a2,2023-09-22,2023-09-22
12,22.42,1,1d95fdca-a7d8-4606-927c-11891c013392,12,cc3301b0-a735-4aff-98d9-cd24307601c0,758cc173-184a-4bbc-9e6e-452f323f8f28,9667740f-3687-40d1-b109-7140b4e02cad,2023-11-30,2023-11-30
13,19.65,3,86a25b67-5e83-49d0-be85-41ca8ff4966b,13,3a7b38e5-fd55-409f-a659-54aafc8ebade,2613d821-d7aa-476b-afd9-b83417d5cb44,a160207c-48ae-4631-9881-adf0fb14e173,2023-01-22,2023-01-22
14,17.25,9,c928ce8c-6e83-445a-adfe-21014e2a928e,14,7bec4bc0-9110-451e-9b75-5dd9b6f80df3,ef8c4f57-ae6f-44bd-8f9f-2a2bdd774fd0,340cc8a5-4341-417c-9bf0-94b34e4d616e,2023-02-07,2023-02-07
15,22.48,1,bb319997-b541-437c-9547-ce32389d12d5,15,8dc97603-9b8f-419e-b83a-aaba18f7b26c,479fd917-fd1b-42bc-ade7-7577d3fb7d34,80d6c1f8-9337-41ff-9fa6-5dfa23474cd7,2023-03-14,2023-03-14
16,11.07,6,3e1c8f9a-1f99-443e-9b88-759b9692ffc9,16,5bde91a5-d8ca-41bb-8693-0f4304b58db6,cd8168e5-361a-415d-9e91-077b82aa2ac6,42d5649d-ee21-4782-a97a-9c654207ab6e,2023-05-07,2023-05-07
17,17.59,9,078bfe5d-12cd-47e7-83f8-dfe6240e96f0,17,e4d262fa-c3b6-4431-950a-3d7790aeff53,2da5eca4-57bd-4811-a121-9d8e8a94737d,14565373-4f15-48f4-a107-82c5ff852cd6,2023-03-28,2023-03-28
18,23.16,6,347b1aa9-6fd6-466a-8aaf-f752b8613325,18,31abfa4a-8f82-4151-a212-7ab4ef3f80cb,993a8d6c-49eb-49d8-938f-9921d48703a3,1919a4b9-67ad-491a-9c59-5ec1366f6ed4,2023-02-24,2023-02-24
19,15.6,6,2b0e8139-89f7-425b-b4dc-c2e6780b859b,19,61a815a8-a3ff-4ddd-b466-96cd0285c77f,5911d75f-4134-401c-bcfe-9d1e1b27abf6,ef7b7858-31b8-4018-a6c0-8fc27fd22128,2023-01-27,2023-01-27
20,25.26,1,cff436b7-cf61-439b-be48-43e5362774cc,20,dfc5fa00-26d4-4ca7-b3b8-d910df174c37,e54e28f3-2abc-4e6e-a156-29e1644b4b4c,8826089d-1779-40e7-a183-d46de587ac8f,2023-03-16,2023-03-16
21,17.46,8,910a98ab-c33b-4a41-b475-4d4915e8674a,21,272b6740-e9dd-49a6-9f49-a7e807a194fc,c0f83984-899a-4fb4-aeaf-0072b98c2b70,67099ec6-2358-4f72-b601-c8b7c0206da5,2023-08-14,2023-08-14
22,23.04,7,8bfbccc2-7dc8-4c9f-8ac3-f0d4791ffe6e,22,c319b03e-4c00-49c0-ad4a-fbd2a0ddecf5,fe3a159e-5918-4b77-9f22-f922c87a0436,b534412d-f8e4-4f23-a087-97a274f0cb89,2023-01-31,2023-01-31
23,30.0,6,d4a5c5d1-9d64-49cb-a2fa-fba4f2609e88,23,65a68244-05b9-463d-a688-d1aa5d3eef28,500689be-953f-4c61-935c-42fdc8d5db66,d65d6202-2f42-4965-9671-a86ee3b62f47,2023-11-14,2023-11-14
24,22.75,4,f0d035e6-5c1a-4cc9-9ce0-5acfb551363a,24,8a41b837-8c65-4d2e-aac7-e0d82d9ddd41,c66b8e5a-7e14-4960-a19a-ca8ac59263ce,523a952c-5c4b-4103-91f2-beefe7d20348,2023-11-06,2023-11-06
25,15.53,6,35144d32-3a3f-40e7-9853-e2a0f1fe588e,25,402a25d7-6a54-41fb-b572-4f923a2fa648,b0e08228-4166-4bf3-85e3-943e16aa7f49,d85e3708-69ed-4673-8110-7c232e7eae83,2023-05-05,2023-05-05
26,28.31,1,69e04c70-bd1a-4033-85fb-689756a24c0b,26,8855439a-88ba-45f3-8712-cc00ed3b44f7,6f4117b5-6719-44d5-91d1-8f015ab94147,4f96af68-fe09-40d7-af5a-7015fa9f8c73,2023-12-29,2023-12-29
27,29.11,3,a1a8063e-796b-40c2-9109-2096974fcfa9,27,756dcb12-81c2-4490-9515-0bf0e0779785,2d0c1064-f3bd-4238-bc65-3bfd10b3b121,9c366163-3da1-428a-9aa2-621c4b173abb,2023-02-25,2023-02-25
28,13.73,1,502022bc-5949-470c-9625-c45b170f7651,28,9afa085d-c908-46f5-94df-a7babfd157b1,7bcf0dff-5ccd-4fb5-a7b8-77c256428840,82ec9c54-c426-495f-9a06-c86d822d42dc,2023-11-21,2023-11-21
29,28.95,1,0b59d12e-a449-4363-ac00-fad6d0383df4,29,e59c8b2f-ef90-4f47-a965-d046275c2660,3b3403ba-f4a5-42d8-b8e1-cb5325d89edc,9ddf1ab4-574d-4af1-971f-35f363ac1e80,2023-01-11,2023-01-11
30,21.49,9,aa62526c-23d8-4449-8c20-c61f9ecc3da7,30,c7ce0f33-e9cc-43b1-9ae5-c25a2188f13e,efef112e-5492-4c70-a559-08a2bb50f994,17dfd54e-7296-4894-91ca-83043263737a,2023-01-06,2023-01-06
31,27.78,3,a9fe3a9a-821e-4761-923b-0a7eb090cf43,31,a69e1a9b-4a4d-4de2-b61f-0234510016a4,4e8b69e5-49ce-40e3-ba4f-59d1107c1381,48e28764-08ff-4fb5-9cee-cd833bede39a,2023-02-24,2023-02-24
32,12.34,8,f7369895-48a4-4229-b399-8e5b8ab94acd,32,24af9e71-af32-435a-9cbb-08c96336f721,16e64fd5-8342-4c54-8bbf-e91e17a3661d,7b7eca03-1ced-4866-8c34-00074c4c439f,2023-11-21,2023-11-21
33,29.33,4,6da7299d-5ab7-4914-8f58-e23231396d05,33,c1ac6048-82f9-473d-803c-2b26fe7499f7,f6c67bdc-ce27-4b0c-89f3-2eae7e1f9907,8cc13543-f836-47b9-9506-e24a4c0335a4,2023-07-20,2023-07-20
34,27.46,3,7844af78-e087-4b23-a9e3-399fd6866136,34,675c70bf-2dc6-41cb-a73d-163c249a6278,b2865cdd-0467-49e0-8ccc-d80d428685ce,84bc0890-167c-4037-af88-6c184512f14b,2023-01-20,2023-01-20
35,26.14,9,80e54dcb-b2c2-46c1-bb16-5c1b2d01a782,35,1be13171-bee3-4ce8-8db7-bbc9bdf927b4,571d6c0e-3acc-4ac3-bc0e-51d328246c3e,b44688c5-183d-4268-a73e-fa8daf06e035,2023-09-19,2023-09-19
36,11.97,7,9c4591fa-5370-48e0-bfc1-8bac086b38d9,36,e96ab4a8-8eef-4eba-a5c3-dff4af3c7ad0,f24f6562-98f5-4bce-99fe-6997af6ecf76,30d0a555-a9f1-495d-ac5e-b516f54a4ef6,2023-06-13,2023-06-13
37,22.56,10,3cbcb6be-b14d-4fa8-a079-5795ed930058,37,73e36fad-f19b-4eb3-8d92-33c6563b62f2,e0f7430f-6b98-4a8b-9b11-fb0f376bddc8,3d8682a9-d868-4c94-9877-6acf6e2e4779,2023-01-09,2023-01-09
38,10.76,8,74a4fafd-12eb-4c85-acb4-f45efc0cdf13,38,bbe5cfe7-d4e5-4b76-a41e-39e0a00a7389,47827b34-390a-45dd-8b3b-554d71ab06ca,0c870e76-3ee1-4445-8f41-b08b9c89a76c,2023-06-27,2023-06-27
39,17.34,9,6d99bcd4-0ea9-41d4-a09a-b8c8f7bcf1fc,39,6ddc45bf-f593-4681-8113-3b76c3b41178,bda8e376-45c0-47fa-9afd-358c3dae3b6a,cfd79eb0-02a0-46da-99b5-c0aa8a56d1dd,2023-12-09,2023-12-09
40,11.1,1,c6ee86be-00cd-4932-846f-3ed545848c34,40,5a4d36a9-ce3d-45bc-8693-7d491ec737a4,ee005f18-2582-4cb0-9221-65a01b8090a0,d8a1effc-91ba-4aa5-9123-f2c3401fcda0,2023-06-14,2023-06-14
41,18.01,3,107e500b-b855-4cd8-9a5c-26393c708dce,41,c9729b77-db38-4d03-955a-4428e531846f,e903128a-1653-45ca-bc08-44e67e05cf59,6db1197e-9874-4526-89c2-0761adee0660,2023-04-29,2023-04-29
42,10.2,1,e029a62d-bdae-4a30-924e-419caba02222,42,e9ea69f3-9dba-4f6c-a5cd-5fc285e015e1,d7967182-0219-4935-aaa4-0cd84aa87494,e1d94830-1b6f-4d64-b4ff-479e4909fa79,2023-01-17,2023-01-17
43,11.47,10,3823c969-2b6f-4164-a58e-10363eb8e387,43,b6850631-833d-432d-a572-5cd9516c6add,5ce85be5-956a-42fe-bc96-e5bd7764ce41,ae006e91-ca95-41bf-a618-9de80cf600b0,2023-03-24,2023-03-24
44,25.28,10,b118d1ba-db37-4c85-80be-59f0f24bafc5,44,638f4fc2-bb6f-4e9c-b98e-dd8628378ce4,03be5155-f620-443d-9e89-613daf21d9d8,0cc1ace0-c50f-4c7c-8941-6eca4f4c0573,2023-03-22,2023-03-22
45,25.1,8,630ed9d7-c95a-4202-8929-ce33a12e0287,45,a5b2c98f-e432-443d-b15f-20850b1425e3,ee1a4de0-c810-4df9-9e6b-e48d1696e560,ba03b466-3c29-487f-a5ea-a02fabd6c2ea,2023-12-19,2023-12-19
46,11.43,9,b4fdbf11-f237-4ae2-bec8-8352c052dd03,46,5a284cc7-bee1-4ecb-bf2e-4c37efebdb40,3ee99643-3e33-48a4-87f7-fbef5b6b70e5,ac05e099-a276-4174-9aa5-f57ebe183be8,2023-08-25,2023-08-25
47,25.72,8,2ea985d7-3e27-482e-a6b4-c7f390cb370c,47,60134bc8-8d77-446b-928a-c36f74bce198,cc23520a-5b14-4f06-a531-fccb9f828b71,c90fe07e-f4aa-4e18-8dee-92ece6a79ab1,2023-07-26,2023-07-26
48,22.49,3,d561ec45-a4eb-49e4-8d5a-16260d9f97d8,48,611a32f4-cb4e-4a10-9041-95f3065d4cde,35075794-ef82-40e4-8450-9c739075c873,dc571729-7080-4d5b-88d1-c6523895bab7,2023-12-17,2023-12-17
49,21.64,4,e4cf38d4-cfe3-4689-8745-95a9534f5475,49,95fc6da3-44af-44c1-be01-134dcc3b7b49,cf65b38b-29cf-480c-a6a9-cc559b1aa028,75e3b8b4-5cb7-4ac1-8c80-0c3d37c6dedf,2023-09-12,2023-09-12
50,26.57,3,7e6a6d96-ef33-4899-87b7-3c89afb8ff59,50,ce697add-7aed-44c8-81f4-2802f23958b2,9b78413f-800c-4767-8654-953bd01c2a89,98b8ede4-765c-4cc1-b8e7-5b9e753d4105,2023-11-23,2023-11-23
51,10.76,5,b637baf8-775a-4aa9-b559-b6a542d8684e,51,7ccaa0fb-4f95-42c0-9047-526f0de7bb5c,ce04fc93-ff3a-4669-80ca-bcccd4baf561,5c664562-72a5-466b-b65a-898325cf3750,2023-06-03,2023-06-03
52,12.37,6,40566429-c366-480e-9746-8981c63f834c,52,f03affbc-392d-47be-960f-b41a791eec22,ba2bf119-fc11-452f-9e47-bd951d8212a8,85d2f7f4-a5d7-4a4e-b538-e183356a4d68,2023-08-17,2023-08-17
53,26.64,1,054c8941-c570-4c9a-b0c6-74a855bdcfa1,53,2ae1cb84-7dd2-4c73-8136-43a863c8e38b,4eadb3cf-397a-4352-9a7d-a42a95afdb84,1ac75e05-9611-453a-b52f-806b7907839b,2023-10-23,2023-10-23
54,19.7,6,290d9237-6264-4094-b2c0-f4b51a40c49c,54,718d2d6a-d383-40f8-a274-d393585b9f78,fcb50b2c-bae4-47d1-9ed0-fbfc26bfd5c4,d7152d5f-d123-464a-84cd-f4df937acc77,2023-07-10,2023-07-10
55,16.47,8,3d0df1f6-b033-4bd1-ac10-2b249d4838a8,55,5c35f145-f70f-4f37-a999-3b23a495b647,0659f7d4-46a6-47b6-bdf3-842c1c887784,7461386e-7957-4e89-80c1-2c68c3995a7c,2023-09-07,2023-09-07
56,18.79,1,b1c3d9f6-3a99-4b81-89e1-f5295494b5df,56,1cf51c27-7938-4d51-9c6b-d6efe5451cc3,8e4b6d08-196f-4d47-87c9-b1e1ff6a3e3c,941acbda-151a-44c5-adc4-4d913b44a7ce,2023-08-19,2023-08-19
57,14.59,6,8a204996-28ff-4d09-a80c-0bc118e22747,57,c2e8d116-9e6f-4360-8006-15680d1efc44,3ebe7aac-d8c5-4165-9005-f15f28a34b1e,005b29b0-f869-44a7-b961-c9c59cdc530a,2023-04-09,2023-04-09
58,13.5,10,224f7541-00ed-4d39-8dff-2079692ca005,58,65856654-235d-48e3-9a89-b246e8261323,edad3327-15c8-4728-9c68-4024e45ed894,0ac33273-e339-4dfa-a5f8-6c534c99d241,2023-10-01,2023-10-01
59,15.57,2,75b0eacf-58af-46c6-b813-217705149cde,59,2d54a299-112b-404d-b196-f153bb2503c5,6e7b78df-0fc6-4835-bb0d-7170973baed8,2a916274-0373-4eb5-892d-08daac8a4b5d,2023-09-15,2023-09-15
60,16.47,5,617f447d-9856-442c-ab5a-5e2c39164dcb,60,14c9812d-6fb3-469d-97b5-1600b8321357,899d5f90-62a3-4d79-9bad-44eb4fef873e,f831fbfa-87de-4b8f-aebb-d4c27298cafc,2023-10-25,2023-10-25
61,16.39,4,504300ff-4986-411e-abee-bfc8c8419748,61,7e534890-b58d-425d-b0aa-24470e451ae3,ce483ae4-1774-4e6f-83d1-0edd921c4748,301fcccd-49c7-4a2c-9345-f4259245866c,2023-08-17,2023-08-17
62,17.93,1,1ab05143-bab7-48a2-b5d9-2b1630ab264e,62,bff0e623-0246-4515-9236-f100a5c4abb8,7a4c173b-3b08-45f5-b5e5-435a726bf900,0e4c4dbd-e942-4b9c-9b40-9996f6de7a6d,2023-12-23,2023-12-23
63,13.25,2,05c0bbf6-badd-466a-9a56-7e87d44c7957,63,d7d83c2e-b9ba-4f48-8ef6-03a2b70e2cfe,5a27f6ed-ed36-43b3-8b47-e6792a483b23,060d6dad-4a09-425a-8405-306bd97be430,2023-06-08,2023-06-08
64,29.71,4,3fa5fddc-8e72-485d-bac8-57eafe33a6ab,64,8eea07c4-36db-493e-a6b7-a9a5a116c842,c060be29-6daf-41a7-8427-f2c207a9bc2f,fa232822-8e77-47f7-84e6-21ed5f9252ec,2023-11-20,2023-11-20
65,20.37,5,04326e57-2c92-4f57-ba9d-5b3cf3532d77,65,90cedb56-5d5c-40dc-a1f6-7c2bce90df3a,eaa42f16-1043-4be8-aab6-fef176589286,b68976f3-88a7-4e26-886a-1940a7c09c1b,2023-11-27,2023-11-27
66,28.97,2,6a2c713e-3f0c-413d-abe7-f6e4d91af708,66,c9582a66-165b-4d2c-96f4-5eae8a09fa5e,8d09adee-373a-4982-b436-cb806c905ec0,069671c6-10ac-43f0-b76b-bca76a212ac0,2023-01-17,2023-01-17
67,11.04,3,da6f6d1a-e2f5-47a1-9be1-f457106148e1,67,45a723ca-a4bb-4d94-8426-9e366e48523e,5735a3b5-fef1-4b50-b69a-4d3c33630cc0,1032eaad-22e8-4355-a8e5-1a79572738aa,2023-08-31,2023-08-31
68,15.66,8,2dbde6f7-a84c-46ec-811f-b2d31e07a8c5,68,bc389bfc-409a-492e-a955-74f21b97dabc,64110f65-a168-48a1-974e-b4e799b07b4e,454361d0-8899-4664-96c4-67d0c3bc73a4,2023-08-30,2023-08-30
69,13.86,6,6bb3b15d-9088-4f65-ae48-613ce7db9d3e,69,72d5b7fa-6c1a-4c12-a8c9-192a641b0839,837bf901-d61f-4243-a799-b93fc87bb4da,b5492e47-9a0e-4102-a05b-870e05491c38,2023-07-03,2023-07-03
70,20.46,10,9cc05ec2-bcc3-4a8e-bff9-82e8e9b31291,70,e8eb3da3-12e9-4f6e-ac13-0cb0bbe63097,44135d1d-9531-4585-b5f9-0dd42622e6f5,10c03fcc-ae5e-48d5-933b-9af8b8b324b6,2023-05-20,2023-05-20
71,27.09,3,b69c1e78-6ace-49e4-b7f6-18876ea22581,71,e73bc239-95df-429a-a579-db0a8fe488c9,f20b808e-d2dd-4599-b6ed-f8d3a8bcf35c,83ff7c8e-7139-4510-b1ec-4cec9d585db2,2023-07-18,2023-07-18
72,22.47,10,a25609ec-4fff-4bd3-a3cf-48d10ef7ff59,72,95af2342-f7f6-4aa6-b8d4-7e39db8b92ac,db3a6f6a-1335-4198-8748-bc12e772ab7e,7212f08e-4fe1-463e-a9d2-b8cf3dd02b77,2023-11-29,2023-11-29
73,13.03,8,25e77767-fde4-4074-ba28-bc4b591d132c,73,e03163dd-af62-4ab8-89c0-6feb2d16ba09,0442e80c-b22a-49f6-b5a5-9616d2728977,0ac4dbc4-2799-441c-8664-c460fa774d17,2023-05-13,2023-05-13
74,20.75,3,a5087cf0-af0e-4c67-8cc3-2d1077112cfa,74,c3dd433b-4301-4452-933f-42e06e5410e6,ea68a955-5c1b-4f35-93dd-75d6f09677d3,977ebc5c-58e0-4ab8-a4af-8fa942abb68a,2023-09-01,2023-09-01
75,17.83,8,bba9b646-2ff1-48fc-8970-f056e305c1ee,75,bd8a2ad6-e518-47d1-8ec4-bda1dcbae320,644ecfe1-c3b0-4966-9d10-6cacf00e0a0d,b1859d52-d316-4467-8093-f705048f4fe6,2023-08-15,2023-08-15
76,13.59,1,0b983ac4-1a32-46b4-9aba-8701c569bcc6,76,1b91b8ff-f264-4f2c-9f8e-a3aaa192a74c,d45e0321-3f99-4e88-8d54-1b5ab9d293ef,457784c5-5239-4824-b3c1-13074ed6534d,2023-04-26,2023-04-26
77,18.19,4,65d94ad5-9b30-4078-a038-5f8b0fa712bf,77,08b8e874-3eee-49b3-b8dc-a0dea545f02a,9cb5c697-4877-40b5-808b-4038a3adf664,49ad3918-9c21-4221-9aca-dab950215e18,2023-04-06,2023-04-06
78,25.91,9,bc0e79b4-3b11-4c2b-acd6-e314be23f4f3,78,ebb2f0a3-42b3-4fd5-8b7e-a19e75c49a91,8143ef7f-c135-4d37-9253-0e3bd9858d79,16dad40f-cd5f-4bd4-9c39-98b9f6818323,2023-04-07,2023-04-07
79,21.22,5,d892549f-5ec4-4051-8b35-561df648aa30,79,4febd20c-4abf-4db5-a37e-b3be001b590d,815ef466-7c4d-4950-a1ca-6ebc978c0507,885c2608-a7a1-4441-ab1e-3b2683a5b319,2023-03-16,2023-03-16
80,13.94,9,7e9cd80d-7910-49d7-9dce-3b62be6d3627,80,77abad33-a83c-4fe1-8288-e040112f36bb,458d91b1-5070-4e7f-a3c2-b24ff626b6e7,d3c0bbee-2de4-4d98-9ad5-b2be9eda7ecf,2023-12-16,2023-12-16
81,13.66,2,42bd3dba-88b7-4777-9530-7f9506d233d2,81,8efebfe9-2603-4e7f-99e0-e1f5633ae136,95cdb26b-2824-45d7-9746-82f5456d91c8,87170823-a669-4f37-9a16-9277bce898e7,2023-06-12,2023-06-12
82,17.3,8,1b625b6f-93d2-4cb9-80bd-68ee8fc88601,82,9ca10f80-3972-4018-9c46-407dd58a62a0,ac858410-f5c6-431b-aca8-c1e25c1f111b,2f6cbdd4-0223-4ec7-bc18-ef6d29ab528c,2023-01-27,2023-01-27
83,13.91,1,c893695d-bfc2-45ed-aa98-536c530a7a20,83,1f672404-d1d2-492b-afd0-7d8bf7ceb938,28af224a-1b6d-4b04-9082-44474cc0dabe,ec3fbb5f-4268-440f-904b-617ecd78a910,2023-10-04,2023-10-04
84,23.55,10,2cd78abf-aee3-4194-aa0c-115abd4f8a73,84,4bf377f9-d751-41f0-9ffe-9210f4a8d871,549ecace-8937-4247-b259-7206f048ec9a,839e347d-a736-42f7-ad89-77832a7cdd9f,2023-04-21,2023-04-21
85,11.38,5,81eb594b-7e81-4754-b265-a3178f032c41,85,a245d730-d725-4b5a-b0b9-ace9fe4baf3e,ee5954b6-54ad-4fbf-9c10-fb931e3ced8f,4083cf67-f7a6-4e70-b355-b8aa68cffbf7,2023-12-17,2023-12-17
86,13.52,10,fb14095f-e63c-48c7-b80d-0d38a0603281,86,6fcf0f77-de11-43e0-9a90-808316b41a3b,a7f58eb4-4236-43c9-821f-db7fd825adde,72af1dfa-6207-4d64-9f46-d15336956890,2023-08-07,2023-08-07
87,24.37,4,7106515b-a1dd-4739-b65c-754e812bb45e,87,53008f3a-8b30-4de3-90c5-98790cb53100,bbc3d9db-dde0-46ae-9a3f-3290d99da7a3,e2e5e9f0-c263-4839-960d-14b9828f2c9f,2023-02-15,2023-02-15
88,27.55,6,d82bf17d-fc47-4857-a55e-468f98b402bc,88,7132f53b-9509-4349-b0fd-fa0551ed39dd,f092735c-996c-4611-af93-6651a704297a,15d67784-1107-4d18-958e-ffe7f826e91d,2023-11-04,2023-11-04
89,22.42,9,067839aa-f740-430a-8d4c-c0dd03a20895,89,d53a5432-94af-483f-81dd-429d43a521b2,4171a3a1-5cee-4a7b-a1a8-5852193e1e5a,93a774fd-ea1b-4729-9189-f379933f4e66,2023-01-28,2023-01-28
90,12.51,1,9df75014-3c6c-448c-a50d-769e981f3c9f,90,c015615f-d08c-4811-b862-a4302e4ace09,6b1589a6-8749-47c1-bfee-6b7a06b00945,262dd3a4-0fe3-4fab-bcbd-65cd2501d432,2023-06-06,2023-06-06
91,12.71,3,2f1240c2-fb9c-499e-b5a5-46752aecec0e,91,9b339714-1ecf-4402-8de1-d0fe040c7e86,12604198-b31a-427f-a60c-f4e133aba3b5,85509c10-a2c0-4020-90c9-77fdb441cdf7,2023-09-10,2023-09-10
92,12.78,6,716d9cce-c98c-480f-9588-5a9829f0060d,92,2c5d4da3-7db4-4ed0-a00f-4971cb7ff3b6,cfe39990-f802-45c4-9ec6-95543ba38e96,4e7aa6c1-f9aa-4e82-a5f7-9f10e517d110,2023-11-27,2023-11-27
93,15.53,8,164dc4e5-9fac-4ccf-b704-6e73818db527,93,8d49dba5-c587-4382-8ff9-17fe227aa3f8,2ce66622-ea9c-4114-841b-ad6dca5c70ac,b8bba7b1-2927-45e4-b9ba-db3a3d22d6cc,2023-12-26,2023-12-26
94,19.4,3,0b7efb61-a1ed-4551-a740-a491a169eff3,94,a14f17df-378b-4b11-b54d-555eb6b4a215,77288cd4-4333-4b85-8399-b3d6165a65ef,ff0f857f-caa4-4d83-a1c1-5468622fd002,2023-01-11,2023-01-11
95,25.23,7,f5d9fb4d-ed79-40b7-8943-794e442fe048,95,9bae961d-d600-4dc9-a87a-643b54f90275,40908445-afe8-429a-ad25-0709a6b18bc7,472af08d-8656-4e1e-83a2-58c63d036a4d,2023-07-06,2023-07-06
96,29.47,1,f43d8dee-b23a-49c8-8625-5560bf0bfd01,96,64e8d468-5610-44bf-9a53-feda6cdaf885,dd8b6cf0-5511-48c7-9f45-4e8e5f4bb9ee,62b0fd83-1437-4b15-a294-ee2234e6f2a4,2023-01-20,2023-01-20
97,20.58,7,e094a0c1-1428-4c49-bd2b-6f2a6341c0eb,97,b7dbad96-3c35-4686-8cfe-5f2622529594,7319b88a-f5f3-4d1f-8d3d-113da2a76d74,ae7acbd0-883a-49fe-90a6-83f956939938,2023-08-03,2023-08-03
98,11.79,1,c091c113-6037-4936-9656-82cf71d06e00,98,0ecdc379-a064-4d1e-b68c-ee79c7bf20cb,23cab36f-06de-46d5-815b-63b8157116e4,617cb803-3e57-4feb-8415-637e2c2fc94c,2023-12-19,2023-12-19
99,16.56,2,5b120bea-8dcb-4292-bdb6-e264fb4cd9ef,99,f8cebfed-239f-4e39-b2b7-c06c95aa469a,ffac2650-0036-400a-bd7a-1300b2ff2d02,ef597bc2-21da-4cc6-8c60-af1427554c4e,2023-11-21,2023-11-21
100,19.05,2,8865b356-712c-4d58-be7d-f66f43e82e07,100,2e41de97-27a9-49bd-88b0-548e5a5b8d99,35e8bf5b-3de9-46ba-a3dc-c4256dab1b52,1d1177f4-9878-4751-b7dc-db2feff42bdb,2023-09-14,2023-09-14
101,28.99,5,a26e4125-8581-441f-9642-5fd7dbd6b04f,101,7705c024-89ad-43b8-abdd-5195f63275dc,8be1ef98-e7ba-4dd7-8c9a-56171e3f7408,3426ea19-5011-420b-a5cc-03a7f27dbed2,2023-01-08,2023-01-08
102,17.52,9,bf09a9a1-16da-4e2f-aa43-e40850f82221,102,0df5d380-1091-4038-b66b-fe0a353100d6,b817760b-8b47-479d-9f5b-5741ec550098,c6a09a69-cc32-444e-a053-ff0bf579e37a,2023-06-26,2023-06-26
103,21.24,4,fc537e01-9760-41f3-8882-094b53e7b7e5,103,858cce65-6b28-4cd7-873a-c5cc72746dc4,4b66ac7e-f8c0-46a8-bc4b-ca389299cd48,d4c924ea-dac2-4009-9ed7-a442a22982bc,2023-12-14,2023-12-14
104,29.36,6,6c1bcca9-50fe-40f8-92fb-24d4b99e11dd,104,7b0ab2a4-8b4a-44fa-b789-00a833ea9248,98f0fea8-ef11-4931-b7d8-284f5d8477ed,597c9a73-a429-4c23-8d72-0b6269807109,2023-06-05,2023-06-05
105,25.22,5,f8743a64-cd27-4a6d-a9b7-faa24d12efc0,105,f4ac22dc-ee24-41dc-9e6b-bf041e5074f5,2834dd46-839f-4fe5-8c2c-74efe0dcf6d1,f01cf95b-b9ab-4b10-a0c6-ed53c020762d,2023-04-28,2023-04-28
